image,iou,iou_optimal,gap,runtime
Tp_S_CRN_M_B_nat00031_nat00031_10095.tif,0.8674,0.8674,0.0,0.879
Tp_S_CRN_M_B_nat00038_nat00038_10076.tif,0.9689,0.9689,0.0,1.0
Tp_S_CRN_M_N_ani00099_ani00099_10094.tif,0.7778,0.7778,0.0,0.821
Tp_S_CRN_M_N_arc00036_arc00036_10088.tif,0.976,0.976,0.0,0.952
Tp_S_CRN_M_N_arc00059_arc00059_10065.tif,0.8943,0.8943,0.0,0.808
Tp_S_CRN_M_N_arc00059_arc00059_10082.tif,0.4777,0.4777,0.0,0.825
Tp_S_CRN_M_N_arc00072_arc00072_10265.tif,0.9372,0.9372,0.0,0.991
Tp_S_CRN_M_N_arc00073_arc00073_10266.tif,0.9405,0.9405,0.0,0.963
Tp_S_CRN_M_N_arc00080_arc00080_10017.tif,0.8632,0.8632,0.0,0.868
Tp_S_CRN_M_N_arc10111_arc10111_10730.jpg,0.9458,0.9458,0.0,0.861
Tp_S_CRN_M_N_arc10111_arc10111_10731.jpg,0.9424,0.9424,0.0,0.867
Tp_S_CRN_M_N_arc10111_arc10111_10732.jpg,0.9281,0.9281,0.0,0.851
Tp_S_CRN_M_N_arc10119_arc10119_10756.jpg,0.9502,0.9502,0.0,0.976
Tp_S_CRN_M_N_arc10127_arc10127_11892.jpg,0.7652,0.7652,0.0,0.822
Tp_S_CRN_M_N_art00003_art00003_10441.tif,0.9609,0.9609,0.0,1.023
Tp_S_CRN_M_N_art00008_art00008_10741.jpg,0.9277,0.9277,0.0,0.935
Tp_S_CRN_M_N_art00008_art00008_10742.jpg,0.8907,0.8907,0.0,0.966
Tp_S_CRN_M_N_art00008_art00008_10743.jpg,0.8683,0.8683,0.0,0.939
Tp_S_CRN_M_N_art00016_art00016_10277.tif,0.8789,0.8789,0.0,0.84
Tp_S_CRN_M_N_art00021_art00021_10547.tif,0.8923,0.8923,0.0,0.883
Tp_S_CRN_M_N_art00024_art00024_10554.jpg,0.8729,0.8729,0.0,0.867
Tp_S_CRN_M_N_art00034_art00034_10546.tif,0.9533,0.9533,0.0,0.855
Tp_S_CRN_M_N_art00058_art00058_10530.tif,0.7764,0.7764,0.0,0.868
Tp_S_CRN_M_N_art00058_art00058_10531.tif,0.8636,0.8636,0.0,0.975
Tp_S_CRN_M_N_art00063_art00063_10525.tif,0.9788,0.9788,0.0,1.03
Tp_S_CRN_M_N_art00066_art00066_10473.tif,0.9754,0.9754,0.0,0.889
Tp_S_CRN_M_N_art00077_art00077_11713.jpg,0.8971,0.8971,0.0,0.867
Tp_S_CRN_M_N_art00097_art00097_10304.tif,0.9847,0.9847,0.0,1.084
Tp_S_CRN_M_N_art00100_art00100_10018.tif,0.9292,0.9292,0.0,0.817
Tp_S_CRN_M_N_art10103_art10103_10261.tif,0.9827,0.9827,0.0,1.096
Tp_S_CRN_M_N_cha00017_cha00017_10312.tif,0.8751,0.8751,0.0,0.847
Tp_S_CRN_M_N_cha00023_cha00023_10721.jpg,0.8193,0.8193,0.0,0.866
Tp_S_CRN_M_N_cha00048_cha00048_11005.jpg,0.8354,0.8354,0.0,0.842
Tp_S_CRN_M_N_cha00064_cha00064_11019.jpg,0.9312,0.9312,0.0,0.883
Tp_S_CRN_M_N_cha10116_cha10116_12172.jpg,0.602,0.602,0.0,0.834
Tp_S_CRN_M_N_cha10125_cha10125_12161.jpg,0.8639,0.8639,0.0,0.87
Tp_S_CRN_M_N_ind00027_ind00027_10396.tif,0.5453,0.5453,0.0,0.868
Tp_S_CRN_M_N_ind00033_ind00033_10400.tif,0.837,0.837,0.0,0.86
Tp_S_CRN_M_N_ind00039_ind00039_10131.tif,0.9665,0.9665,0.0,1.026
Tp_S_CRN_M_N_ind00051_ind00051_10902.jpg,0.9051,0.9051,0.0,0.853
Tp_S_CRN_M_N_nat00001_nat00001_10555.jpg,0.9768,0.9768,0.0,1.081
Tp_S_CRN_M_N_nat00001_nat00001_10556.jpg,0.9812,0.9812,0.0,0.983
Tp_S_CRN_M_N_nat00019_nat00019_11046.jpg,0.832,0.832,0.0,0.841
Tp_S_CRN_M_N_nat00049_nat00049_11084.jpg,0.825,0.825,0.0,0.861
Tp_S_CRN_M_N_nat00063_nat00063_10561.jpg,0.9498,0.9498,0.0,1.006
Tp_S_CRN_M_N_nat00064_nat00064_10560.jpg,0.9754,0.9754,0.0,1.014
Tp_S_CRN_M_N_nat10137_nat10137_11930.jpg,0.9048,0.9048,0.0,0.86
Tp_S_CRN_M_N_nat10161_nat10161_12079.jpg,0.9562,0.9562,0.0,0.914
Tp_S_CRN_M_N_pla00037_pla00037_10981.jpg,0.9447,0.9447,0.0,0.856
Tp_S_CRN_M_N_pla00059_pla00059_10724.jpg,0.8348,0.8348,0.0,0.853
Tp_S_CRN_M_N_pla00072_pla00072_10459.tif,0.9534,0.9534,0.0,0.994
Tp_S_CRN_M_N_pla00086_pla00086_10626.jpg,0.9539,0.9539,0.0,0.846
Tp_S_CRN_M_N_pla00086_pla00086_10627.jpg,0.8628,0.8628,0.0,0.904
Tp_S_CRN_M_N_pla00088_pla00088_10852.jpg,0.9001,0.9001,0.0,0.844
Tp_S_CRN_M_N_pla00092_pla00092_10608.jpg,0.9753,0.9753,0.0,1.087
Tp_S_CRN_M_N_sec00021_sec00021_10777.jpg,0.9787,0.9787,0.0,1.042
Tp_S_CRN_M_N_sec00039_sec00039_10484.tif,0.8648,0.8648,0.0,0.858
Tp_S_CRN_M_N_sec00045_sec00045_10487.tif,0.9876,0.9876,0.0,0.979
Tp_S_CRN_M_N_sec00053_sec00053_11243.jpg,0.6387,0.6387,0.0,0.817
Tp_S_CRN_M_N_sec00097_sec00097_10130.tif,0.9679,0.9679,0.0,1.03
Tp_S_CRN_M_N_txt00007_txt00007_10841.jpg,0.9814,0.9814,0.0,1.104
Tp_S_CRN_M_N_txt00019_txt00019_10850.jpg,0.98,0.98,0.0,1.045
Tp_S_CRN_M_N_txt00047_txt00047_11321.jpg,0.9211,0.9211,0.0,0.872
Tp_S_CRN_M_N_txt00073_txt00073_11304.jpg,0.9157,0.9157,0.0,0.869
Tp_S_CRN_M_N_txt00073_txt00073_11305.jpg,0.9261,0.9261,0.0,0.854
Tp_S_CRN_M_N_txt00083_txt00083_10864.jpg,0.9878,0.9878,0.0,1.084
Tp_S_CRN_M_N_txt00084_txt00084_11301.jpg,0.9595,0.9595,0.0,0.835
Tp_S_CRN_M_N_txt00085_txt00085_11308.jpg,0.9091,0.9091,0.0,0.889
Tp_S_CRN_M_O_ind00064_ind00064_10686.jpg,0.9791,0.9791,0.0,1.085
Tp_S_CRN_S_B_arc00001_arc00001_11183.jpg,0.7685,0.7685,0.0,0.819
Tp_S_CRN_S_B_arc00004_arc00004_11172.jpg,0.706,0.706,0.0,0.831
Tp_S_CRN_S_B_arc00065_arc00065_11451.jpg,0.4291,0.4291,0.0,0.839
Tp_S_CRN_S_B_arc00076_arc00076_11189.jpg,0.7654,0.7654,0.0,0.858
Tp_S_CRN_S_B_arc00095_arc00095_01035.tif,0.7774,0.7774,0.0,0.827
Tp_S_CRN_S_B_art00014_art00014_20054.jpg,0.6329,0.6329,0.0,0.83
Tp_S_CRN_S_B_cha10114_cha10114_12176.jpg,0.8831,0.8831,0.0,0.866
Tp_S_CRN_S_B_cha10207_cha10207_12355.jpg,0.6698,0.6698,0.0,0.841
Tp_S_CRN_S_B_ind00037_ind00037_10872.jpg,0.8388,0.8388,0.0,0.839
Tp_S_CRN_S_B_pla00039_pla00039_10980.jpg,0.8255,0.8255,0.0,0.847
Tp_S_CRN_S_B_pla00057_pla00057_11210.jpg,0.4579,0.4579,0.0,0.842
Tp_S_CRN_S_B_pla10002_pla10002_20045.jpg,0.8248,0.8248,0.0,0.862
Tp_S_CRN_S_B_sec00060_sec00060_11266.jpg,0.5263,0.5263,0.0,0.834
Tp_S_CRN_S_B_txt00031_txt00031_01272.tif,0.7671,0.7671,0.0,0.863
Tp_S_CRN_S_M_pla00060_pla00060_11222.jpg,0.4241,0.4241,0.0,0.848
Tp_S_CRN_S_N_ani00011_ani00011_00131.tif,0.7348,0.7348,0.0,0.852
Tp_S_CRN_S_N_ani00011_ani00011_10222.tif,0.4838,0.4838,0.0,0.84
Tp_S_CRN_S_N_ani00053_ani00053_00173.tif,0.8707,0.8707,0.0,0.895
Tp_S_CRN_S_N_ani00054_ani00054_00174.tif,0.1185,0.1185,0.0,0.833
Tp_S_CRN_S_N_ani00088_ani00088_10138.tif,0.4759,0.4759,0.0,0.853
Tp_S_CRN_S_N_ani00098_ani00098_00218.tif,0.6364,0.6364,0.0,0.85
Tp_S_CRN_S_N_ani10119_ani10119_11608.jpg,0.7911,0.7911,0.0,0.837
Tp_S_CRN_S_N_ani10145_ani10145_12476.jpg,0.7112,0.7112,0.0,0.852
Tp_S_CRN_S_N_ani10155_ani10155_12485.jpg,0.8182,0.8182,0.0,0.841
Tp_S_CRN_S_N_ani10203_ani10203_12420.jpg,0.5671,0.5671,0.0,0.852
Tp_S_CRN_S_N_ani10206_ani10206_12415.jpg,0.5429,0.5429,0.0,0.84
Tp_S_CRN_S_N_ani10221_ani10221_12391.jpg,0.6347,0.6347,0.0,0.848
Tp_S_CRN_S_N_ani10221_ani10221_12393.jpg,0.7654,0.7654,0.0,0.855
Tp_S_CRN_S_N_arc00085_arc00085_10728.jpg,0.8043,0.8043,0.0,0.861
Tp_S_CRN_S_N_arc00098_arc00098_11795.jpg,0.6307,0.6307,0.0,0.852
Tp_S_CRN_S_N_arc10130_arc10130_11897.jpg,0.6202,0.6202,0.0,0.834
Tp_S_CRN_S_N_arc10130_arc10130_11898.jpg,0.5935,0.5935,0.0,0.838
Tp_S_CRN_S_N_arc20016_arc20016_02159.tif,0.7992,0.7992,0.0,0.858
Tp_S_CRN_S_N_arc20043_arc20043_02179.tif,0.5,0.5,0.0,0.86
Tp_S_CRN_S_N_art00005_art00005_00497.tif,0.8285,0.8285,0.0,0.846
Tp_S_CRN_S_N_art00005_art00005_11792.jpg,0.8113,0.8113,0.0,0.862
Tp_S_CRN_S_N_art00005_art00005_11793.jpg,0.8242,0.8242,0.0,0.851
Tp_S_CRN_S_N_art00015_art00015_01204.tif,0.6006,0.6006,0.0,0.859
Tp_S_CRN_S_N_art00016_art00016_10274.tif,0.8891,0.8891,0.0,0.843
Tp_S_CRN_S_N_art00035_art00035_10468.tif,0.9195,0.9195,0.0,0.848
Tp_S_CRN_S_N_art00040_art00040_10462.tif,0.8734,0.8734,0.0,0.854
Tp_S_CRN_S_N_art00040_art00040_10464.tif,0.9456,0.9456,0.0,0.867
Tp_S_CRN_S_N_art00059_art00059_10508.tif,0.7277,0.7277,0.0,0.842
Tp_S_CRN_S_N_art00065_art00065_01238.tif,0.9486,0.9486,0.0,0.872
Tp_S_CRN_S_N_art00079_art00079_10287.tif,0.6609,0.6609,0.0,0.858
Tp_S_CRN_S_N_art00099_art00099_11715.jpg,0.9087,0.9087,0.0,0.849
Tp_S_CRN_S_N_art20003_art20003_02496.tif,0.874,0.874,0.0,0.858
Tp_S_CRN_S_N_art20022_art20022_01828.tif,0.9192,0.9192,0.0,0.847
Tp_S_CRN_S_N_art20059_art20059_01865.tif,0.6667,0.6667,0.0,0.844
Tp_S_CRN_S_N_art20061_art20061_01867.tif,0.9097,0.9097,0.0,0.851
Tp_S_CRN_S_N_art20072_art20072_02321.tif,0.6211,0.6211,0.0,0.862
Tp_S_CRN_S_N_art20075_art20075_01881.tif,0.9085,0.9085,0.0,0.847
Tp_S_CRN_S_N_art20075_art20075_02318.tif,0.6975,0.6975,0.0,0.836
Tp_S_CRN_S_N_art20083_art20083_01889.tif,0.2429,0.2429,0.0,0.851
Tp_S_CRN_S_N_art20093_art20093_01899.tif,0.5705,0.5705,0.0,0.838
Tp_S_CRN_S_N_cha00038_cha00038_11031.jpg,0.5352,0.5352,0.0,0.842
Tp_S_CRN_S_N_cha00064_cha00064_00384.tif,0.6182,0.6182,0.0,0.85
Tp_S_CRN_S_N_cha00090_cha00090_10175.tif,0.5537,0.5537,0.0,0.851
Tp_S_CRN_S_N_cha10115_cha10115_12173.jpg,0.7928,0.7928,0.0,0.853
Tp_S_CRN_S_N_cha10135_cha10135_12206.jpg,0.8507,0.8507,0.0,0.871
Tp_S_CRN_S_N_cha10143_cha10143_12227.jpg,0.5882,0.5882,0.0,0.832
Tp_S_CRN_S_N_cha10152_cha10152_12218.jpg,0.6911,0.6911,0.0,0.842
Tp_S_CRN_S_N_cha10159_cha10159_12332.jpg,0.6919,0.6919,0.0,0.841
Tp_S_CRN_S_N_cha10161_cha10161_12257.jpg,0.9576,0.9576,0.0,0.858
Tp_S_CRN_S_N_cha10163_cha10163_12248.jpg,0.7514,0.7514,0.0,0.834
Tp_S_CRN_S_N_cha10165_cha10165_12242.jpg,0.6458,0.6458,0.0,0.841
Tp_S_CRN_S_N_cha10190_cha10190_12326.jpg,0.2585,0.2585,0.0,0.844
Tp_S_CRN_S_N_cha10190_cha10190_12327.jpg,0.2155,0.2155,0.0,0.853
Tp_S_CRN_S_N_cha20011_cha20011_02010.tif,0.6443,0.6443,0.0,0.84
Tp_S_CRN_S_N_ind00013_ind00013_10410.tif,0.6026,0.6026,0.0,0.836
Tp_S_CRN_S_N_ind00023_ind00023_10705.jpg,0.8419,0.8419,0.0,0.855
Tp_S_CRN_S_N_ind00040_ind00040_10877.jpg,0.6419,0.6419,0.0,0.845
Tp_S_CRN_S_N_ind00042_ind00042_10884.jpg,0.7186,0.7186,0.0,0.852
Tp_S_CRN_S_N_ind00045_ind00045_10914.jpg,0.5837,0.5837,0.0,0.838
Tp_S_CRN_S_N_ind00047_ind00047_10892.jpg,0.7325,0.7325,0.0,0.847
Tp_S_CRN_S_N_ind00048_ind00048_10896.jpg,0.7333,0.7333,0.0,0.852
Tp_S_CRN_S_N_ind00049_ind00049_10918.jpg,0.7033,0.7033,0.0,0.84
Tp_S_CRN_S_N_ind00050_ind00050_01339.tif,0.8206,0.8206,0.0,0.832
Tp_S_CRN_S_N_ind00050_ind00050_10899.jpg,0.8,0.8,0.0,0.841
Tp_S_CRN_S_N_ind00050_ind00050_10900.jpg,0.8846,0.8846,0.0,0.833
Tp_S_CRN_S_N_ind00051_ind00051_10901.jpg,0.7855,0.7855,0.0,0.851
Tp_S_CRN_S_N_ind00056_ind00056_10911.jpg,0.7548,0.7548,0.0,0.856
Tp_S_CRN_S_N_ind00057_ind00057_10916.jpg,0.7861,0.7861,0.0,0.865
Tp_S_CRN_S_N_ind00058_ind00058_10427.tif,0.8074,0.8074,0.0,0.835
Tp_S_CRN_S_N_ind00064_ind00064_10685.jpg,0.6554,0.6554,0.0,0.834
Tp_S_CRN_S_N_ind00066_ind00066_10691.jpg,0.7395,0.7395,0.0,0.849
Tp_S_CRN_S_N_ind00073_ind00073_10699.jpg,0.331,0.331,0.0,0.845
Tp_S_CRN_S_N_ind00084_ind00084_10672.jpg,0.6203,0.6203,0.0,0.842
Tp_S_CRN_S_N_ind00093_ind00093_10652.jpg,0.3333,0.3333,0.0,0.831
Tp_S_CRN_S_N_ind20016_ind20016_01757.tif,0.469,0.469,0.0,0.832
Tp_S_CRN_S_N_ind20017_ind20017_01758.tif,0.8876,0.8876,0.0,0.846
Tp_S_CRN_S_N_ind20024_ind20024_01765.tif,0.7872,0.7872,0.0,0.874
Tp_S_CRN_S_N_ind20044_ind20044_01785.tif,0.8691,0.8691,0.0,0.859
Tp_S_CRN_S_N_ind20050_ind20050_01791.tif,0.6502,0.6502,0.0,0.857
Tp_S_CRN_S_N_nat00014_nat00014_20055.jpg,0.7997,0.7997,0.0,0.87
Tp_S_CRN_S_N_nat00055_nat00055_10925.jpg,0.8026,0.8026,0.0,0.859
Tp_S_CRN_S_N_nat00076_nat00076_10593.jpg,0.8014,0.8014,0.0,0.836
Tp_S_CRN_S_N_nat00098_nat00098_10063.tif,0.8672,0.8672,0.0,0.846
Tp_S_CRN_S_N_nat10111_nat10111_11361.jpg,0.4143,0.4143,0.0,0.84
Tp_S_CRN_S_N_nat10135_nat10135_11914.jpg,0.411,0.411,0.0,0.837
Tp_S_CRN_S_N_nat10140_nat10140_11953.jpg,0.8611,0.8611,0.0,0.867
Tp_S_CRN_S_N_nat10145_nat10145_11977.jpg,0.7313,0.7313,0.0,0.872
Tp_S_CRN_S_N_nat10168_nat10168_12101.jpg,0.4531,0.4531,0.0,0.841
Tp_S_CRN_S_N_pla00005_pla00005_01127.tif,0.9123,0.9123,0.0,0.88
Tp_S_CRN_S_N_pla00034_pla00034_00569.tif,0.7811,0.7811,0.0,0.852
Tp_S_CRN_S_N_pla00034_pla00034_10982.jpg,0.7013,0.7013,0.0,0.844
Tp_S_CRN_S_N_pla00038_pla00038_10987.jpg,0.72,0.72,0.0,0.852
Tp_S_CRN_S_N_pla00044_pla00044_10974.jpg,0.7731,0.7731,0.0,0.862
Tp_S_CRN_S_N_pla00045_pla00045_10972.jpg,0.7727,0.7727,0.0,0.855
Tp_S_CRN_S_N_pla00053_pla00053_11211.jpg,0.5612,0.5612,0.0,0.835
Tp_S_CRN_S_N_pla00059_pla00059_01168.tif,0.48,0.48,0.0,0.84
Tp_S_CRN_S_N_pla00070_pla00070_11216.jpg,0.9276,0.9276,0.0,0.86
Tp_S_CRN_S_N_pla00073_pla00073_00601.tif,0.9282,0.9282,0.0,0.857
Tp_S_CRN_S_N_pla00074_pla00074_10619.jpg,0.1739,0.1739,0.0,0.833
Tp_S_CRN_S_N_pla00092_pla00092_10606.jpg,0.3175,0.3175,0.0,0.841
Tp_S_CRN_S_N_pla00092_pla00092_10607.jpg,0.7764,0.7764,0.0,0.861
Tp_S_CRN_S_N_pla20012_pla20012_01912.tif,0.6508,0.6508,0.0,0.874
Tp_S_CRN_S_N_pla20035_pla20035_01935.tif,0.8396,0.8396,0.0,0.855
Tp_S_CRN_S_N_pla20037_pla20037_01937.tif,0.6212,0.6212,0.0,0.833
Tp_S_CRN_S_N_pla20055_pla20055_01955.tif,0.8234,0.8234,0.0,0.86
Tp_S_CRN_S_N_pla20058_pla20058_01958.tif,0.5328,0.5328,0.0,0.835
Tp_S_CRN_S_N_pla20065_pla20065_01965.tif,0.868,0.868,0.0,0.858
Tp_S_CRN_S_N_pla20066_pla20066_01966.tif,0.8244,0.8244,0.0,0.854
Tp_S_CRN_S_N_pla20067_pla20067_01967.tif,0.684,0.684,0.0,0.85
Tp_S_CRN_S_N_pla20071_pla20071_02365.tif,0.8229,0.8229,0.0,0.836
Tp_S_CRN_S_N_sec00008_sec00008_10803.jpg,0.3127,0.3127,0.0,0.838
Tp_S_CRN_S_N_sec00014_sec00014_11233.jpg,0.6532,0.6532,0.0,0.852
Tp_S_CRN_S_N_sec00020_sec00020_10795.jpg,0.7252,0.7252,0.0,0.86
Tp_S_CRN_S_N_sec00022_sec00022_10806.jpg,0.9032,0.9032,0.0,0.851
Tp_S_CRN_S_N_sec00033_sec00033_00054.tif,0.4907,0.4907,0.0,0.842
Tp_S_CRN_S_N_sec00034_sec00034_00055.tif,0.6993,0.6993,0.0,0.853
Tp_S_CRN_S_N_sec00099_sec00099_00119.tif,0.7059,0.7059,0.0,0.834
Tp_S_CRN_S_N_sec20046_sec20046_02146.tif,0.6577,0.6577,0.0,0.833
Tp_S_CRN_S_N_sec20051_sec20051_01641.tif,0.8039,0.8039,0.0,0.845
Tp_S_CRN_S_N_txt00013_txt00013_20056.jpg,0.6069,0.6069,0.0,0.853
Tp_S_CRN_S_N_txt00045_txt00045_11322.jpg,0.8639,0.8639,0.0,0.855
Tp_S_CRN_S_N_txt00047_txt00047_01275.tif,0.8636,0.8636,0.0,0.852
Tp_S_CRN_S_N_txt00048_txt00048_11318.jpg,0.3145,0.3145,0.0,0.852
Tp_S_CRN_S_N_txt00048_txt00048_11319.jpg,0.6505,0.6505,0.0,0.874
Tp_S_CRN_S_N_txt00051_txt00051_01278.tif,0.8409,0.8409,0.0,0.872
Tp_S_CRN_S_N_txt00073_txt00073_01291.tif,0.4061,0.4061,0.0,0.837
Tp_S_CRN_S_N_txt00073_txt00073_11307.jpg,0.4709,0.4709,0.0,0.837
Tp_S_CRN_S_N_txt00083_txt00083_10863.jpg,0.4682,0.4682,0.0,0.855
Tp_S_CRN_S_N_txt00086_txt00086_01295.tif,0.9096,0.9096,0.0,0.83
Tp_S_CRN_S_O_art00040_art00040_10463.tif,0.8347,0.8347,0.0,0.841
Tp_S_CRN_S_O_ind00002_ind00002_10053.tif,0.9314,0.9314,0.0,0.874
Tp_S_NND_M_B_arc10107_arc10107_11164.jpg,0.9527,0.9527,0.0,1.021
Tp_S_NND_M_B_arc10107_arc10107_11165.jpg,0.9497,0.9497,0.0,0.947
Tp_S_NND_M_B_arc10125_arc10125_11888.jpg,0.921,0.921,0.0,0.867
Tp_S_NND_M_N_ani00002_ani00002_00122.tif,0.873,0.873,0.0,0.896
Tp_S_NND_M_N_arc00012_arc00012_11151.jpg,0.9243,0.9243,0.0,0.874
Tp_S_NND_M_N_art00049_art00049_10528.tif,0.9448,0.9448,0.0,0.907
Tp_S_NND_M_N_nat00022_nat00022_11040.jpg,0.716,0.716,0.0,0.851
Tp_S_NND_M_N_nat00023_nat00023_10342.tif,0.7071,0.7071,0.0,0.857
Tp_S_NND_M_N_sec00006_sec00006_00026.tif,0.9025,0.9025,0.0,0.907
Tp_S_NND_M_N_sec00017_sec00017_00038.tif,0.9148,0.9148,0.0,0.9
Tp_S_NND_S_B_ani00076_ani00076_00017.tif,0.7685,0.7685,0.0,0.869
Tp_S_NND_S_B_arc00028_arc00028_01094.tif,0.7331,0.7331,0.0,0.843
Tp_S_NND_S_B_arc20049_arc20049_01502.tif,0.7707,0.7707,0.0,0.832
Tp_S_NND_S_B_art00010_art00010_01200.tif,0.831,0.831,0.0,0.857
Tp_S_NND_S_B_art00075_art00075_01245.tif,0.6185,0.6185,0.0,0.833
Tp_S_NND_S_B_art00092_art00092_01006.tif,0.8933,0.8933,0.0,0.857
Tp_S_NND_S_B_art20004_art20004_02341.tif,0.9188,0.9188,0.0,0.856
Tp_S_NND_S_B_ind00048_ind00048_01338.tif,0.4497,0.4497,0.0,0.878
Tp_S_NND_S_B_ind00071_ind00071_01358.tif,0.8236,0.8236,0.0,0.866
Tp_S_NND_S_B_ind00091_ind00091_01373.tif,0.798,0.798,0.0,0.848
Tp_S_NND_S_B_ind20008_ind20008_02268.tif,0.7857,0.7857,0.0,0.862
Tp_S_NND_S_B_nat20007_nat20007_02207.tif,0.3792,0.3792,0.0,0.833
Tp_S_NND_S_B_nat20008_nat20008_02208.tif,0.8246,0.8246,0.0,0.827
Tp_S_NND_S_B_nat20046_nat20046_01550.tif,0.9398,0.9398,0.0,0.899
Tp_S_NND_S_B_nat20052_nat20052_01556.tif,0.8308,0.8308,0.0,0.841
Tp_S_NND_S_B_pla20081_pla20081_02359.tif,0.8,0.8,0.0,0.869
Tp_S_NND_S_B_pla20084_pla20084_02357.tif,0.468,0.468,0.0,0.846
Tp_S_NND_S_B_sec00041_sec00041_00062.tif,0.8867,0.8867,0.0,0.829
Tp_S_NND_S_B_sec00046_sec00046_01433.tif,0.5675,0.5675,0.0,0.844
Tp_S_NND_S_B_sec00081_sec00081_00035.tif,0.7773,0.7773,0.0,0.859
Tp_S_NND_S_N_ani00012_ani00012_00132.tif,0.5628,0.5628,0.0,0.845
Tp_S_NND_S_N_ani00015_ani00015_00135.tif,0.8225,0.8225,0.0,0.858
Tp_S_NND_S_N_ani00032_ani00032_00016.tif,0.8315,0.8315,0.0,0.852
Tp_S_NND_S_N_ani00037_ani00037_00832.tif,0.8061,0.8061,0.0,0.85
Tp_S_NND_S_N_ani00048_ani00048_00168.tif,0.9104,0.9104,0.0,0.866
Tp_S_NND_S_N_ani00062_ani00062_00182.tif,0.8406,0.8406,0.0,0.883
Tp_S_NND_S_N_ani00072_ani00072_00192.tif,0.881,0.881,0.0,0.849
Tp_S_NND_S_N_ani00074_ani00074_00194.tif,0.8405,0.8405,0.0,0.859
Tp_S_NND_S_N_ani00086_ani00086_00815.tif,0.6504,0.6504,0.0,0.84
Tp_S_NND_S_N_ani00088_ani00088_00208.tif,0.5519,0.5519,0.0,0.851
Tp_S_NND_S_N_ani20009_ani20009_02438.tif,0.8525,0.8525,0.0,0.868
Tp_S_NND_S_N_ani20015_ani20015_02058.tif,0.4381,0.4381,0.0,0.836
Tp_S_NND_S_N_ani20022_ani20022_02440.tif,0.4215,0.4215,0.0,0.841
Tp_S_NND_S_N_ani20025_ani20025_02068.tif,0.6514,0.6514,0.0,0.845
Tp_S_NND_S_N_ani20029_ani20029_02072.tif,0.6219,0.6219,0.0,0.839
Tp_S_NND_S_N_ani20030_ani20030_02073.tif,0.8594,0.8594,0.0,0.846
Tp_S_NND_S_N_ani20051_ani20051_02094.tif,0.8651,0.8651,0.0,0.856
Tp_S_NND_S_N_ani20055_ani20055_02098.tif,0.9558,0.9558,0.0,0.871
Tp_S_NND_S_N_ani20060_ani20060_02102.tif,0.7712,0.7712,0.0,0.848
Tp_S_NND_S_N_arc00008_arc00008_00228.tif,0.538,0.538,0.0,0.841
Tp_S_NND_S_N_arc00012_arc00012_01111.tif,0.8849,0.8849,0.0,0.87
Tp_S_NND_S_N_arc00072_arc00072_01055.tif,0.8467,0.8467,0.0,0.85
Tp_S_NND_S_N_arc00077_arc00077_01051.tif,0.6376,0.6376,0.0,0.853
Tp_S_NND_S_N_arc20005_arc20005_02153.tif,0.9015,0.9015,0.0,0.836
Tp_S_NND_S_N_arc20019_arc20019_01472.tif,0.6832,0.6832,0.0,0.854
Tp_S_NND_S_N_arc20026_arc20026_01479.tif,0.6441,0.6441,0.0,0.834
Tp_S_NND_S_N_arc20076_arc20076_01716.tif,0.6338,0.6338,0.0,0.846
Tp_S_NND_S_N_arc20094_arc20094_01734.tif,0.7487,0.7487,0.0,0.859
Tp_S_NND_S_N_art00025_art00025_01212.tif,0.5606,0.5606,0.0,0.854
Tp_S_NND_S_N_art00038_art00038_01224.tif,0.7438,0.7438,0.0,0.846
Tp_S_NND_S_N_art00071_art00071_01242.tif,0.758,0.758,0.0,0.838
Tp_S_NND_S_N_art00077_art00077_01394.tif,0.6347,0.6347,0.0,0.83
Tp_S_NND_S_N_art00078_art00078_01246.tif,0.759,0.759,0.0,0.845
Tp_S_NND_S_N_art00091_art00091_01007.tif,0.5746,0.5746,0.0,0.842
Tp_S_NND_S_N_art00092_art00092_00006.tif,0.7758,0.7758,0.0,0.842
Tp_S_NND_S_N_art20014_art20014_01820.tif,0.8484,0.8484,0.0,0.856
Tp_S_NND_S_N_art20063_art20063_02326.tif,0.7037,0.7037,0.0,0.847
Tp_S_NND_S_N_cha00027_cha00027_00347.tif,0.8957,0.8957,0.0,0.884
Tp_S_NND_S_N_cha00049_cha00049_00852.tif,0.6699,0.6699,0.0,0.833
Tp_S_NND_S_N_cha00067_cha00067_00858.tif,0.087,0.087,0.0,0.826
Tp_S_NND_S_N_cha00074_cha00074_00394.tif,0.8933,0.8933,0.0,0.973
Tp_S_NND_S_N_cha00076_cha00076_10189.tif,0.9341,0.9341,0.0,0.824
Tp_S_NND_S_N_cha00091_cha00091_00878.tif,0.8248,0.8248,0.0,0.833
Tp_S_NND_S_N_cha00092_cha00092_00412.tif,0.8056,0.8056,0.0,0.839
Tp_S_NND_S_N_cha20024_cha20024_02425.tif,0.3319,0.3319,0.0,0.839
Tp_S_NND_S_N_cha20025_cha20025_02024.tif,0.5968,0.5968,0.0,0.862
Tp_S_NND_S_N_cha20040_cha20040_02039.tif,0.719,0.719,0.0,0.842
Tp_S_NND_S_N_ind00018_ind00018_00434.tif,0.8448,0.8448,0.0,0.872
