image,iou,iou_optimal,gap,runtime
Tp_D_NRN_M_N_nat10147_nat00095_11998.jpg,0.9883,0.9883,0.0,0.886
Tp_D_NRN_M_N_nat10147_nat00097_11997.jpg,0.9871,0.9871,0.0,0.865
Tp_D_NRN_M_N_nat10147_nat10124_11999.jpg,0.9687,0.9687,0.0,0.868
Tp_D_NRN_M_N_nat10148_nat00097_12122.jpg,0.9877,0.9877,0.0,0.986
Tp_D_NRN_M_N_nat10148_nat10142_12125.jpg,0.9893,0.9893,0.0,0.876
Tp_D_NRN_M_N_nat10148_nat10159_12124.jpg,0.9803,0.9803,0.0,1.032
Tp_D_NRN_M_N_nat10148_nat10161_12121.jpg,0.9372,0.9372,0.0,0.846
Tp_D_NRN_M_N_nat10149_nat00060_12003.jpg,0.9856,0.9856,0.0,0.906
Tp_D_NRN_M_N_nat10150_nat00013_12031.jpg,0.9833,0.9833,0.0,0.895
Tp_D_NRN_M_N_nat10150_nat00060_12032.jpg,0.9742,0.9742,0.0,0.939
Tp_D_NRN_M_N_nat10150_nat00095_12034.jpg,0.9761,0.9761,0.0,0.902
Tp_D_NRN_M_N_nat10150_nat10124_12033.jpg,0.9704,0.9704,0.0,0.929
Tp_D_NRN_M_N_nat10150_nat10125_12036.jpg,0.9768,0.9768,0.0,0.893
Tp_D_NRN_M_N_nat10150_nat10147_12029.jpg,0.9789,0.9789,0.0,0.906
Tp_D_NRN_M_N_nat10150_nat10156_12030.jpg,0.976,0.976,0.0,0.915
Tp_D_NRN_M_N_nat10151_cha00070_12108.jpg,0.85,0.85,0.0,0.818
Tp_D_NRN_M_N_nat10152_nat10161_12147.jpg,0.9014,0.9014,0.0,0.81
Tp_D_NRN_M_N_nat10154_nat10160_12074.jpg,0.9774,0.9774,0.0,0.908
Tp_D_NRN_M_N_nat10155_nat10123_12116.jpg,0.9749,0.9749,0.0,0.919
Tp_D_NRN_M_N_nat10156_ani00097_12012.jpg,0.6313,0.6313,0.0,0.811
Tp_D_NRN_M_N_nat10156_cha00063_12009.jpg,0.662,0.662,0.0,0.834
Tp_D_NRN_M_N_nat10156_cha00070_12011.jpg,0.8931,0.8931,0.0,0.804
Tp_D_NRN_M_N_nat10157_cha00062_12043.jpg,0.4606,0.4606,0.0,0.792
Tp_D_NRN_M_N_nat10157_cha00063_12041.jpg,0.6607,0.6607,0.0,0.793
Tp_D_NRN_M_N_nat10157_cha00070_12042.jpg,0.8281,0.8281,0.0,0.814
Tp_D_NRN_M_N_nat10157_nat00060_12047.jpg,0.9963,0.9963,0.0,0.964
Tp_D_NRN_M_N_nat10157_nat10128_12045.jpg,0.9951,0.9951,0.0,0.858
Tp_D_NRN_M_N_nat10160_nat00059_12067.jpg,0.997,0.997,0.0,0.941
Tp_D_NRN_M_N_nat10160_nat00095_12064.jpg,0.9985,0.9985,0.0,0.842
Tp_D_NRN_M_N_nat10160_nat00097_12065.jpg,0.9971,0.9971,0.0,0.976
Tp_D_NRN_M_N_nat10160_nat10138_12066.jpg,0.9965,0.9965,0.0,0.936
Tp_D_NRN_M_N_nat10160_nat10140_12072.jpg,0.9941,0.9941,0.0,0.971
Tp_D_NRN_M_N_nat10160_nat10147_12069.jpg,0.9956,0.9956,0.0,0.869
Tp_D_NRN_M_N_nat10160_nat10159_12070.jpg,0.9962,0.9962,0.0,1.008
Tp_D_NRN_M_N_nat10161_nat10148_12119.jpg,0.9307,0.9307,0.0,0.839
Tp_D_NRN_M_N_nat10161_nat10158_12083.jpg,0.9843,0.9843,0.0,0.991
Tp_D_NRN_M_N_nat10164_nat00097_12097.jpg,0.9908,0.9908,0.0,0.934
Tp_D_NRN_M_N_nat10164_nat10124_12095.jpg,0.9566,0.9566,0.0,0.911
Tp_D_NRN_M_N_nat10167_cha00070_12103.jpg,0.903,0.903,0.0,0.809
Tp_D_NRN_M_N_pla00016_pla00014_10962.jpg,0.7537,0.7537,0.0,0.799
Tp_D_NRN_M_N_pla00019_pla00020_10009.tif,0.9267,0.9267,0.0,0.778
Tp_D_NRN_M_N_pla00020_pla10126_12132.jpg,0.9642,0.9642,0.0,0.798
Tp_D_NRN_M_N_pla00027_pla00014_10963.jpg,0.7748,0.7748,0.0,0.798
Tp_D_NRN_M_N_pla10115_cha00085_10124.tif,0.9817,0.9817,0.0,0.83
Tp_D_NRN_M_N_pla10115_pla10114_10395.tif,0.9508,0.9508,0.0,0.905
Tp_D_NRN_M_N_pla10115_txt00065_10125.tif,0.5168,0.5168,0.0,0.755
Tp_D_NRN_M_N_pla10115_txt00068_10126.tif,0.4848,0.4848,0.0,0.826
Tp_D_NRN_M_N_pla10115_txt00068_10127.tif,0.6589,0.6589,0.0,0.79
Tp_D_NRN_M_N_pla10117_pla10118_10583.jpg,0.9212,0.9212,0.0,0.811
Tp_D_NRN_M_N_pla10121_cha00029_11668.jpg,0.7928,0.7928,0.0,0.806
Tp_D_NRN_M_N_pla10121_cha00050_11658.jpg,0.8606,0.8606,0.0,0.806
Tp_D_NRN_M_N_pla10121_cha10110_11602.jpg,0.6176,0.6176,0.0,0.788
Tp_D_NRN_M_N_pla10123_cha10110_11556.jpg,0.7649,0.7649,0.0,0.798
Tp_D_NRN_M_N_pla10124_cha00062_11557.jpg,0.8667,0.8667,0.0,0.823
Tp_D_NRN_M_N_sec00007_sec00004_10033.tif,0.915,0.915,0.0,0.83
Tp_D_NRN_M_N_sec00014_cha00052_11401.jpg,0.6986,0.6986,0.0,0.813
Tp_D_NRN_M_N_sec00014_cha00070_11404.jpg,0.9068,0.9068,0.0,0.825
Tp_D_NRN_M_N_sec00015_cha00062_11399.jpg,0.7573,0.7573,0.0,0.814
Tp_D_NRN_M_N_sec00016_cha00070_11398.jpg,0.9404,0.9404,0.0,0.916
Tp_D_NRN_M_N_sec00021_cha00052_11405.jpg,0.8671,0.8671,0.0,0.797
Tp_D_NRN_M_N_sec00021_cha00070_11475.jpg,0.9526,0.9526,0.0,0.876
Tp_D_NRN_M_N_sec00024_art00069_10781.jpg,0.8688,0.8688,0.0,0.824
Tp_D_NRN_M_N_sec00040_cha00070_11474.jpg,0.8459,0.8459,0.0,0.812
Tp_D_NRN_M_N_sec00062_cha00052_11407.jpg,0.7987,0.7987,0.0,0.794
Tp_D_NRN_M_N_sec00062_cha00062_11478.jpg,0.7877,0.7877,0.0,0.822
Tp_D_NRN_M_N_sec00062_cha00070_11479.jpg,0.79,0.79,0.0,0.803
Tp_D_NRN_M_N_sec00064_cha00070_11408.jpg,0.9246,0.9246,0.0,0.815
Tp_D_NRN_M_N_sec00069_art00028_11278.jpg,0.4971,0.4971,0.0,0.789
Tp_D_NRN_M_N_sec00076_pla00050_10389.tif,0.8094,0.8094,0.0,0.809
Tp_D_NRN_M_N_sec00087_cha00070_11469.jpg,0.8773,0.8773,0.0,0.819
Tp_D_NRN_M_N_sec00087_nat00062_11410.jpg,0.9673,0.9673,0.0,0.88
Tp_D_NRN_M_N_sec00089_cha00063_11489.jpg,0.8536,0.8536,0.0,0.772
Tp_D_NRN_M_N_sec00089_cha00070_11490.jpg,0.9376,0.9376,0.0,0.881
Tp_D_NRN_M_N_sec00090_sec00098_10336.tif,0.7212,0.7212,0.0,0.791
Tp_D_NRN_M_N_sec10101_art00098_10346.tif,0.9064,0.9064,0.0,0.875
Tp_D_NRN_M_N_sec10105_sec10109_10333.tif,0.8406,0.8406,0.0,0.819
Tp_D_NRN_M_N_sec10106_sec10109_10332.tif,0.8716,0.8716,0.0,0.822
Tp_D_NRN_M_N_sec10112_art00098_10343.tif,0.8091,0.8091,0.0,0.81
Tp_D_NRN_M_N_sec10115_cha00062_11533.jpg,0.8754,0.8754,0.0,0.832
Tp_D_NRN_M_N_sec10115_cha00070_11532.jpg,0.9273,0.9273,0.0,0.836
Tp_D_NRN_M_N_txt00006_txt00028_10849.jpg,0.9473,0.9473,0.0,0.891
Tp_D_NRN_M_N_txt00059_pla00050_10390.tif,0.9396,0.9396,0.0,0.831
Tp_D_NRN_M_N_txt00065_sec00077_10391.tif,0.995,0.995,0.0,0.892
Tp_D_NRN_M_N_txt00068_txt10112_10109.tif,0.9806,0.9806,0.0,0.82
Tp_D_NRN_M_N_txt10111_txt10104_10810.jpg,0.9302,0.9302,0.0,0.892
Tp_D_NRN_M_N_txt10112_nat10103_10110.tif,0.9718,0.9718,0.0,0.765
Tp_D_NRN_M_N_txt10112_nat10103_10111.tif,0.9574,0.9574,0.0,0.808
Tp_D_NRN_M_O_ani00063_ani00031_10057.tif,0.8082,0.8082,0.0,0.793
Tp_D_NRN_M_O_ani00097_ani00036_10039.tif,0.5901,0.5901,0.0,0.788
Tp_D_NRN_M_O_ani10104_ani10101_10021.tif,0.6762,0.6762,0.0,0.785
Tp_D_NRN_M_O_ani10105_ani10104_10022.tif,0.8352,0.8352,0.0,0.809
Tp_D_NRN_M_O_arc00023_arc00008_10010.tif,0.6746,0.6746,0.0,0.814
Tp_D_NRN_M_O_arc00024_cha00014_10011.tif,0.9064,0.9064,0.0,0.842
Tp_D_NRN_M_O_arc00082_arc00069_10012.tif,0.9916,0.9916,0.0,0.917
Tp_D_NRN_M_O_arc00082_art00096_11519.jpg,0.8347,0.8347,0.0,0.801
Tp_D_NRN_M_O_art10108_cha00063_11633.jpg,0.6453,0.6453,0.0,0.787
Tp_D_NRN_M_O_cha00004_art00010_10169.tif,0.7463,0.7463,0.0,0.783
Tp_D_NRN_M_O_cha00071_cha00095_10049.tif,0.9398,0.9398,0.0,0.812
Tp_D_NRN_M_O_cha00094_cha00095_10046.tif,0.9066,0.9066,0.0,0.824
Tp_D_NRN_M_O_ind00016_ind00017_10013.tif,0.694,0.694,0.0,0.807
Tp_D_NRN_M_O_ind00020_ind00031_10014.tif,0.5603,0.5603,0.0,0.801
Tp_D_NRN_M_O_ind00030_ind00031_10015.tif,0.896,0.896,0.0,0.854
Tp_D_NRN_M_O_nat00037_cha00062_11385.jpg,0.6852,0.6852,0.0,0.807
Tp_D_NRN_M_O_nat10151_cha00062_12107.jpg,0.5919,0.5919,0.0,0.789
Tp_D_NRN_M_O_nat10157_nat00095_12046.jpg,0.9925,0.9925,0.0,0.927
Tp_D_NRN_M_O_sec00001_sec00007_10032.tif,0.8014,0.8014,0.0,0.797
Tp_D_NRN_M_O_sec10101_sec10107_10024.tif,0.9148,0.9148,0.0,0.982
Tp_D_NRN_M_O_sec10105_cha10104_10027.tif,0.8738,0.8738,0.0,0.827
Tp_D_NRN_M_O_sec10107_sec10101_10025.tif,0.9195,0.9195,0.0,0.913
Tp_D_NRN_M_O_sec20054_sec20042_01644.tif,0.986,0.986,0.0,0.847
Tp_D_NRN_S_B_ani00021_ani00020_20015.jpg,0.8129,0.8129,0.0,0.822
Tp_D_NRN_S_B_ani00023_ani00022_20073.jpg,0.763,0.763,0.0,0.819
Tp_D_NRN_S_B_ani00028_ani00029_20111.jpg,0.8924,0.8924,0.0,0.815
Tp_D_NRN_S_B_ani00036_ani00037_00156.tif,0.895,0.895,0.0,0.808
Tp_D_NRN_S_B_ani00066_ani00013_00186.tif,0.8279,0.8279,0.0,0.819
Tp_D_NRN_S_B_ani00067_ani00062_11127.jpg,0.6765,0.6765,0.0,0.808
Tp_D_NRN_S_B_ani00093_ani00021_00213.tif,0.7972,0.7972,0.0,0.903
Tp_D_NRN_S_B_ani10209_ani10210_12372.jpg,0.5783,0.5783,0.0,0.784
Tp_D_NRN_S_B_arc00024_ani00024_20074.jpg,0.6699,0.6699,0.0,0.857
Tp_D_NRN_S_B_arc00042_ani00070_00262.tif,0.5569,0.5569,0.0,0.791
Tp_D_NRN_S_B_arc00054_ani00031_00274.tif,0.6867,0.6867,0.0,0.791
Tp_D_NRN_S_B_arc00059_nat00013_11826.jpg,0.9299,0.9299,0.0,0.798
Tp_D_NRN_S_B_arc00059_nat00095_11827.jpg,0.9321,0.9321,0.0,0.789
Tp_D_NRN_S_B_arc00064_ani00005_00284.tif,0.3913,0.3913,0.0,0.786
Tp_D_NRN_S_B_arc00074_arc00075_11195.jpg,0.8214,0.8214,0.0,0.808
Tp_D_NRN_S_B_arc00076_ani00077_00296.tif,0.375,0.375,0.0,0.794
Tp_D_NRN_S_B_arc00084_ani00058_00304.tif,0.5948,0.5948,0.0,0.787
Tp_D_NRN_S_B_arc00089_ani00061_00309.tif,0.8094,0.8094,0.0,0.814
Tp_D_NRN_S_B_arc00090_ani00096_00310.tif,0.8241,0.8241,0.0,0.827
Tp_D_NRN_S_B_arc00091_arc00095_11201.jpg,0.4075,0.4075,0.0,0.796
Tp_D_NRN_S_B_arc00094_ani00100_00314.tif,0.6435,0.6435,0.0,0.801
Tp_D_NRN_S_B_arc00099_ani00058_00319.tif,0.3486,0.3486,0.0,0.805
Tp_D_NRN_S_B_art00002_ani00096_00495.tif,0.5485,0.5485,0.0,0.797
Tp_D_NRN_S_B_art00004_ani00005_00493.tif,0.6453,0.6453,0.0,0.813
Tp_D_NRN_S_B_art00022_ani00061_00504.tif,0.9001,0.9001,0.0,0.853
Tp_D_NRN_S_B_art00025_ani00070_00507.tif,0.7216,0.7216,0.0,0.801
Tp_D_NRN_S_B_art00030_cha00027_00508.tif,0.9106,0.9106,0.0,0.814
Tp_D_NRN_S_B_art00035_ani00070_01419.tif,0.7508,0.7508,0.0,0.795
Tp_D_NRN_S_B_art00044_ind00098_00490.tif,0.9076,0.9076,0.0,0.82
Tp_D_NRN_S_B_art00049_cha00063_00521.tif,0.7551,0.7551,0.0,0.819
Tp_D_NRN_S_B_art00059_cha00063_01401.tif,0.807,0.807,0.0,0.846
Tp_D_NRN_S_B_art00061_sec00099_00527.tif,0.4944,0.4944,0.0,0.879
Tp_D_NRN_S_B_art00063_ani00058_00528.tif,0.6184,0.6184,0.0,0.81
Tp_D_NRN_S_B_art00078_art00068_01393.tif,0.8257,0.8257,0.0,0.823
Tp_D_NRN_S_B_art00096_ani00070_01385.tif,0.7675,0.7675,0.0,0.811
Tp_D_NRN_S_B_art00100_cha00026_01381.tif,0.9006,0.9006,0.0,0.83
Tp_D_NRN_S_B_cha00013_cha00015_20051.jpg,0.964,0.964,0.0,0.843
Tp_D_NRN_S_B_cha00023_cha00022_20075.jpg,0.5312,0.5312,0.0,0.795
Tp_D_NRN_S_B_cha00034_cha00040_00354.tif,0.9005,0.9005,0.0,0.932
Tp_D_NRN_S_B_cha00036_cha00070_11738.jpg,0.7371,0.7371,0.0,0.933
Tp_D_NRN_S_B_cha00042_cha00040_00362.tif,0.6197,0.6197,0.0,0.907
Tp_D_NRN_S_B_cha00065_txt00068_10177.tif,0.7832,0.7832,0.0,0.896
Tp_D_NRN_S_B_cha00076_ani00068_10044.tif,0.8784,0.8784,0.0,0.903
Tp_D_NRN_S_B_cha00077_ani00023_00397.tif,0.6604,0.6604,0.0,0.88
Tp_D_NRN_S_B_cha00086_art00012_00406.tif,0.7986,0.7986,0.0,0.877
Tp_D_NRN_S_B_cha10125_pla00050_12163.jpg,0.6963,0.6963,0.0,0.832
Tp_D_NRN_S_B_cha20031_arc20033_02030.tif,0.9707,0.9707,0.0,0.85
Tp_D_NRN_S_B_ind00007_cha00040_00425.tif,0.8947,0.8947,0.0,1.048
Tp_D_NRN_S_B_ind00017_ind00098_00003.tif,0.8306,0.8306,0.0,0.879
Tp_D_NRN_S_B_ind00019_ind00020_20016.jpg,0.8013,0.8013,0.0,0.91
Tp_D_NRN_S_B_ind00024_art00047_00020.tif,0.8803,0.8803,0.0,0.946
Tp_D_NRN_S_B_ind00033_ind00098_00448.tif,0.7807,0.7807,0.0,0.896
Tp_D_NRN_S_B_ind00046_cha00023_00454.tif,0.7784,0.7784,0.0,0.884
Tp_D_NRN_S_B_ind00054_cha00050_00460.tif,0.7433,0.7433,0.0,0.951
Tp_D_NRN_S_B_ind00055_cha00040_00461.tif,0.8787,0.8787,0.0,0.952
Tp_D_NRN_S_B_ind00057_ind00018_00463.tif,0.8583,0.8583,0.0,0.966
Tp_D_NRN_S_B_ind00063_ani00069_00466.tif,0.6773,0.6773,0.0,0.817
Tp_D_NRN_S_B_ind00064_ani00069_00467.tif,0.8,0.8,0.0,0.858
Tp_D_NRN_S_B_ind00069_ind00098_00470.tif,0.6715,0.6715,0.0,0.807
Tp_D_NRN_S_B_ind00094_cha00026_00488.tif,0.8256,0.8256,0.0,0.836
Tp_D_NRN_S_B_ind10001_ind10002_20009.jpg,0.5156,0.5156,0.0,0.816
Tp_D_NRN_S_B_nat00004_art00021_11423.jpg,0.4832,0.4832,0.0,0.806
Tp_D_NRN_S_B_nat00015_cha00014_20052.jpg,0.7701,0.7701,0.0,0.813
Tp_D_NRN_S_B_nat00020_cha00019_20017.jpg,0.9021,0.9021,0.0,0.831
Tp_D_NRN_S_B_nat00023_cha00024_20076.jpg,0.7214,0.7214,0.0,0.81
Tp_D_NRN_S_B_nat00026_ani00070_00643.tif,0.7225,0.7225,0.0,0.8
Tp_D_NRN_S_B_nat00026_art00021_11422.jpg,0.8145,0.8145,0.0,0.818
Tp_D_NRN_S_B_nat00029_sec00029_20113.jpg,0.8315,0.8315,0.0,0.828
Tp_D_NRN_S_B_nat00040_ani00070_00654.tif,0.7363,0.7363,0.0,0.808
Tp_D_NRN_S_B_nat00083_sec00063_00997.tif,0.9123,0.9123,0.0,0.813
Tp_D_NRN_S_B_nat00093_cha00052_00008.tif,0.8911,0.8911,0.0,0.815
Tp_D_NRN_S_B_nat00098_nat00061_11463.jpg,0.5808,0.5808,0.0,0.797
Tp_D_NRN_S_B_nat10117_nat10118_11343.jpg,0.9097,0.9097,0.0,0.792
Tp_D_NRN_S_B_nat10167_sec00097_12102.jpg,0.7521,0.7521,0.0,0.778
Tp_D_NRN_S_B_nat20041_arc20055_02238.tif,0.9872,0.9872,0.0,0.902
Tp_D_NRN_S_B_pla00083_cha00063_01185.tif,0.7865,0.7865,0.0,0.792
Tp_D_NRN_S_B_pla00086_ani00058_00608.tif,0.5862,0.5862,0.0,0.79
Tp_D_NRN_S_B_pla10124_nat00013_11708.jpg,0.8995,0.8995,0.0,0.794
Tp_D_NRN_S_B_sec00006_ani00017_00704.tif,0.4483,0.4483,0.0,0.802
Tp_D_NRN_S_B_sec00009_ind00039_00029.tif,0.4779,0.4779,0.0,0.8
Tp_D_NRN_S_B_sec00012_sec00017_00032.tif,0.9428,0.9428,0.0,0.828
Tp_D_NRN_S_B_sec00014_cha00089_00034.tif,0.8859,0.8859,0.0,0.836
Tp_D_NRN_S_B_sec00014_sec00015_20053.jpg,0.9054,0.9054,0.0,0.808
Tp_D_NRN_S_B_sec00019_pla00019_20018.jpg,0.8781,0.8781,0.0,0.798
Tp_D_NRN_S_B_sec00020_pla00021_20019.jpg,0.9244,0.9244,0.0,0.816
Tp_D_NRN_S_B_sec00021_arc00021_20020.jpg,0.8149,0.8149,0.0,0.833
Tp_D_NRN_S_B_sec00021_cha00094_00042.tif,0.9412,0.9412,0.0,0.845
Tp_D_NRN_S_B_sec00024_pla00022_20077.jpg,0.8161,0.8161,0.0,0.831
Tp_D_NRN_S_B_sec00028_cha00030_20112.jpg,0.8876,0.8876,0.0,0.848
Tp_D_NRN_S_B_sec00044_ind00020_00065.tif,0.8458,0.8458,0.0,0.831
Tp_D_NRN_S_B_sec00063_cha00001_00084.tif,0.7614,0.7614,0.0,0.815
Tp_D_NRN_S_B_sec00070_cha00030_00091.tif,0.8049,0.8049,0.0,0.834
Tp_D_NRN_S_B_sec00075_ani00096_00096.tif,0.839,0.839,0.0,0.828
Tp_D_NRN_S_B_sec00075_cha00026_00019.tif,0.8474,0.8474,0.0,0.821
Tp_D_NRN_S_B_sec00079_pla00029_00100.tif,0.4298,0.4298,0.0,0.801
Tp_D_NRN_S_B_sec00081_cha00065_00101.tif,0.7983,0.7983,0.0,0.834
Tp_D_NRN_S_B_sec00083_ani00070_00722.tif,0.8468,0.8468,0.0,0.798
Tp_D_NRN_S_B_sec00085_ani00077_00721.tif,0.5591,0.5591,0.0,0.81
Tp_D_NRN_S_B_sec00088_ani00100_00719.tif,0.7467,0.7467,0.0,0.806
Tp_D_NRN_S_B_sec00088_cha00047_00108.tif,0.8165,0.8165,0.0,0.828
Tp_D_NRN_S_B_sec00089_ani00070_00718.tif,0.7766,0.7766,0.0,0.801
Tp_D_NRN_S_B_sec00093_ani00005_00714.tif,0.6667,0.6667,0.0,0.806
Tp_D_NRN_S_B_sec00094_cha00050_00114.tif,0.7735,0.7735,0.0,0.819
Tp_D_NRN_S_B_sec00095_cha00050_00115.tif,0.8216,0.8216,0.0,0.819
Tp_D_NRN_S_B_sec00095_cha00063_00382.tif,0.7797,0.7797,0.0,0.818
Tp_D_NRN_S_B_sec00096_ani00070_00711.tif,0.6908,0.6908,0.0,0.811
Tp_D_NRN_S_N_ani00017_ani00010_00137.tif,0.7338,0.7338,0.0,0.794
Tp_D_NRN_S_N_ani00024_ani00021_00144.tif,0.7701,0.7701,0.0,0.825
Tp_D_NRN_S_N_ani00032_ani00034_10235.tif,0.8416,0.8416,0.0,0.829
Tp_D_NRN_S_N_ani00033_ani00032_10233.tif,0.8961,0.8961,0.0,0.816
Tp_D_NRN_S_N_ani00033_ani00034_10236.tif,0.8186,0.8186,0.0,0.826
Tp_D_NRN_S_N_ani00034_ani00032_10234.tif,0.8205,0.8205,0.0,0.831
Tp_D_NRN_S_N_ani00035_ani00037_00155.tif,0.8956,0.8956,0.0,0.841
Tp_D_NRN_S_N_ani00044_ani00098_11146.jpg,0.6796,0.6796,0.0,0.814
Tp_D_NRN_S_N_ani00045_ani00077_00165.tif,0.5106,0.5106,0.0,0.815
Tp_D_NRN_S_N_ani00050_ani00051_11132.jpg,0.8645,0.8645,0.0,0.819
Tp_D_NRN_S_N_ani00050_ani00055_10225.tif,0.6832,0.6832,0.0,0.822
Tp_D_NRN_S_N_ani00051_ani00019_11857.jpg,0.8497,0.8497,0.0,0.836
Tp_D_NRN_S_N_ani00052_ani00019_11858.jpg,0.8748,0.8748,0.0,0.849
Tp_D_NRN_S_N_ani00055_ani00050_10224.tif,0.7727,0.7727,0.0,0.842
Tp_D_NRN_S_N_ani00059_ani00055_11144.jpg,0.4167,0.4167,0.0,0.809
Tp_D_NRN_S_N_ani00060_ani00059_11128.jpg,0.8921,0.8921,0.0,0.819
Tp_D_NRN_S_N_ani00076_ani00078_10496.tif,0.6449,0.6449,0.0,0.813
Tp_D_NRN_S_N_ani00081_ani00078_10526.tif,0.6329,0.6329,0.0,0.83
Tp_D_NRN_S_N_ani00086_ani00031_10056.tif,0.4738,0.4738,0.0,0.814
Tp_D_NRN_S_N_ani00096_ani00046_11138.jpg,0.587,0.587,0.0,0.816
Tp_D_NRN_S_N_ani00096_ani00098_11134.jpg,0.7839,0.7839,0.0,0.816
Tp_D_NRN_S_N_ani00098_ani00051_11133.jpg,0.5476,0.5476,0.0,0.802
Tp_D_NRN_S_N_ani10117_ani10118_11613.jpg,0.8634,0.8634,0.0,0.836
Tp_D_NRN_S_N_ani10118_ani10119_11611.jpg,0.7479,0.7479,0.0,0.808
Tp_D_NRN_S_N_ani10119_ani10118_11612.jpg,0.8519,0.8519,0.0,0.819
Tp_D_NRN_S_N_ani10120_ani10119_11610.jpg,0.5188,0.5188,0.0,0.796
Tp_D_NRN_S_N_ani10121_ani00070_11622.jpg,0.6705,0.6705,0.0,0.802
Tp_D_NRN_S_N_ani10121_ani00100_11617.jpg,0.7698,0.7698,0.0,0.806
Tp_D_NRN_S_N_ani10121_ani00100_11640.jpg,0.5298,0.5298,0.0,0.797
Tp_D_NRN_S_N_ani10128_ani00024_12462.jpg,0.4112,0.4112,0.0,0.808
Tp_D_NRN_S_N_ani10130_ani00031_12498.jpg,0.7745,0.7745,0.0,0.827
Tp_D_NRN_S_N_ani10136_ani10123_12479.jpg,0.8879,0.8879,0.0,0.841
Tp_D_NRN_S_N_ani10152_ani10175_12490.jpg,0.5505,0.5505,0.0,0.797
Tp_D_NRN_S_N_ani10153_ani10175_12486.jpg,0.69,0.69,0.0,0.803
Tp_D_NRN_S_N_ani10160_ani10200_12483.jpg,0.7212,0.7212,0.0,0.808
Tp_D_NRN_S_N_ani10169_ani10172_12452.jpg,0.7911,0.7911,0.0,0.807
Tp_D_NRN_S_N_ani10171_ani00001_12458.jpg,0.5745,0.5745,0.0,0.819
Tp_D_NRN_S_N_ani10172_ani10166_12450.jpg,0.6926,0.6926,0.0,0.806
Tp_D_NRN_S_N_ani10173_ani00070_12455.jpg,0.4787,0.4787,0.0,0.798
Tp_D_NRN_S_N_ani10186_ani10189_12434.jpg,0.692,0.692,0.0,0.831
Tp_D_NRN_S_N_ani10186_ani10200_12435.jpg,0.6531,0.6531,0.0,0.82
Tp_D_NRN_S_N_ani10187_ani10190_12438.jpg,0.8182,0.8182,0.0,0.827
Tp_D_NRN_S_N_ani10188_ani10200_12439.jpg,0.6328,0.6328,0.0,0.818
Tp_D_NRN_S_N_ani10190_ani10196_12429.jpg,0.8631,0.8631,0.0,0.804
Tp_D_NRN_S_N_ani10190_ani10200_12431.jpg,0.9081,0.9081,0.0,0.822
Tp_D_NRN_S_N_ani10193_ani10194_12443.jpg,0.532,0.532,0.0,0.805
Tp_D_NRN_S_N_ani10195_ani10194_12401.jpg,0.6071,0.6071,0.0,0.813
Tp_D_NRN_S_N_ani10195_ani10194_12403.jpg,0.4539,0.4539,0.0,0.809
Tp_D_NRN_S_N_ani10209_ani10214_12381.jpg,0.8977,0.8977,0.0,0.812
Tp_D_NRN_S_N_ani10210_ani10209_12373.jpg,0.6334,0.6334,0.0,0.816
Tp_D_NRN_S_N_ani10211_ani00100_12375.jpg,0.6054,0.6054,0.0,0.801
Tp_D_NRN_S_N_ani10213_ani00070_12378.jpg,0.7524,0.7524,0.0,0.798
Tp_D_NRN_S_N_ani10214_ani10209_12380.jpg,0.4755,0.4755,0.0,0.812
Tp_D_NRN_S_N_ani10215_ani00081_12382.jpg,0.5598,0.5598,0.0,0.816
Tp_D_NRN_S_N_ani10216_ani00070_12389.jpg,0.6307,0.6307,0.0,0.828
Tp_D_NRN_S_N_ani20068_ani20067_02110.tif,0.4824,0.4824,0.0,0.815
Tp_D_NRN_S_N_arc00002_arc00045_00018.tif,0.7744,0.7744,0.0,0.831
Tp_D_NRN_S_N_arc00008_cha00028_11768.jpg,0.5065,0.5065,0.0,0.813
Tp_D_NRN_S_N_arc00013_ani00005_00233.tif,0.6626,0.6626,0.0,0.806
Tp_D_NRN_S_N_arc00013_arc00020_11702.jpg,0.4462,0.4462,0.0,0.802
Tp_D_NRN_S_N_arc00015_ani00013_00235.tif,0.6069,0.6069,0.0,0.813
Tp_D_NRN_S_N_arc00016_arc00020_11703.jpg,0.5,0.5,0.0,0.822
Tp_D_NRN_S_N_arc00020_arc00021_20021.jpg,0.8975,0.8975,0.0,0.886
Tp_D_NRN_S_N_arc00023_ani00031_00243.tif,0.7025,0.7025,0.0,0.828
Tp_D_NRN_S_N_arc00024_cha00026_00244.tif,0.6806,0.6806,0.0,0.822
Tp_D_NRN_S_N_arc00026_cha00026_00246.tif,0.6748,0.6748,0.0,0.824
Tp_D_NRN_S_N_arc00027_cha00026_00247.tif,0.6301,0.6301,0.0,0.812
Tp_D_NRN_S_N_arc00034_cha00023_00254.tif,0.7989,0.7989,0.0,0.825
Tp_D_NRN_S_N_arc00037_ani00070_00257.tif,0.6829,0.6829,0.0,0.825
Tp_D_NRN_S_N_arc00045_art00092_11757.jpg,0.6058,0.6058,0.0,0.812
Tp_D_NRN_S_N_arc00062_ani00070_11498.jpg,0.3636,0.3636,0.0,0.807
Tp_D_NRN_S_N_arc00066_cha00089_00286.tif,0.7402,0.7402,0.0,0.827
Tp_D_NRN_S_N_arc00069_ani00079_00289.tif,0.8065,0.8065,0.0,0.815
